C: 0.7,  Sigma: 0.04, TP:2.0, FP:2.0, TN:19.0, FN:27.0, Precesion: 0.5, Recall: 0.07, Accuracy: 0.42, Eidx_Training: 73.98064, Eidx_CV: 49.98504 
C: 0.7,  Sigma: 0.5, TP:23.0, FP:17.0, TN:4.0, FN:6.0, Precesion: 0.57, Recall: 0.79, Accuracy: 0.54, Eidx_Training: 184.96616, Eidx_CV: 44.13167 
C: 0.7,  Sigma: 0.3, TP:13.0, FP:11.0, TN:10.0, FN:16.0, Precesion: 0.54, Recall: 0.45, Accuracy: 0.46, Eidx_Training: 164.1223, Eidx_CV: 52.24695 
C: 1.3,  Sigma: 0.1, TP:26.0, FP:18.0, TN:3.0, FN:3.0, Precesion: 0.59, Recall: 0.9, Accuracy: 0.58, Eidx_Training: 90.06411, Eidx_CV: 49.06797 
C: 1.0,  Sigma: 0.3, TP:24.0, FP:16.0, TN:5.0, FN:5.0, Precesion: 0.6, Recall: 0.83, Accuracy: 0.58, Eidx_Training: 171.81699, Eidx_CV: 50.76911 
C: 0.6,  Sigma: 0.8, TP:17.0, FP:11.0, TN:10.0, FN:12.0, Precesion: 0.61, Recall: 0.59, Accuracy: 0.54, Eidx_Training: 217.58767, Eidx_CV: 51.2874 
C: 0.6,  Sigma: 0.06, TP:28.0, FP:20.0, TN:1.0, FN:1.0, Precesion: 0.58, Recall: 0.97, Accuracy: 0.58, Eidx_Training: 116.37733, Eidx_CV: 47.9149 
C: 1.0,  Sigma: 0.1, TP:28.0, FP:21.0, TN:0.0, FN:1.0, Precesion: 0.57, Recall: 0.97, Accuracy: 0.56, Eidx_Training: 156.43079, Eidx_CV: 45.99877 
C: 0.6,  Sigma: 1.5, TP:26.0, FP:15.0, TN:6.0, FN:3.0, Precesion: 0.63, Recall: 0.9, Accuracy: 0.64, Eidx_Training: 265.32334, Eidx_CV: 57.72945 
C: 1.5,  Sigma: 0.05, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 246.79268, Eidx_CV: 48.48921 
C: 0.8,  Sigma: 1.0, TP:25.0, FP:16.0, TN:5.0, FN:4.0, Precesion: 0.61, Recall: 0.86, Accuracy: 0.6, Eidx_Training: 227.88309, Eidx_CV: 53.5602 
C: 4.0,  Sigma: 0.05, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 180.67692, Eidx_CV: 43.15712 
C: 4.0,  Sigma: 0.06, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 867.52058, Eidx_CV: 173.00596 
C: 1.3,  Sigma: 0.08, TP:28.0, FP:21.0, TN:0.0, FN:1.0, Precesion: 0.57, Recall: 0.97, Accuracy: 0.56, Eidx_Training: 213.44971, Eidx_CV: 44.63238 
C: 0.7,  Sigma: 0.06, TP:28.0, FP:20.0, TN:1.0, FN:1.0, Precesion: 0.58, Recall: 0.97, Accuracy: 0.58, Eidx_Training: 91.86942, Eidx_CV: 47.66736 
C: 3.0,  Sigma: 1.5, TP:11.0, FP:4.0, TN:17.0, FN:18.0, Precesion: 0.73, Recall: 0.38, Accuracy: 0.56, Eidx_Training: 340.85353, Eidx_CV: 69.6285 
C: 1.8,  Sigma: 0.04, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 184.2304, Eidx_CV: 43.11143 
C: 1.8,  Sigma: 0.1, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 291.53481, Eidx_CV: 59.6829 
C: 0.8,  Sigma: 0.3, TP:20.0, FP:14.0, TN:7.0, FN:9.0, Precesion: 0.59, Recall: 0.69, Accuracy: 0.54, Eidx_Training: 135.51646, Eidx_CV: 47.6343 
C: 1.5,  Sigma: 1.5, TP:21.0, FP:18.0, TN:3.0, FN:8.0, Precesion: 0.54, Recall: 0.72, Accuracy: 0.48, Eidx_Training: 332.14245, Eidx_CV: 71.86679 
C: 0.7,  Sigma: 0.8, TP:27.0, FP:17.0, TN:4.0, FN:2.0, Precesion: 0.61, Recall: 0.93, Accuracy: 0.62, Eidx_Training: 439.40897, Eidx_CV: 81.74391 
C: 0.8,  Sigma: 2.0, TP:20.0, FP:12.0, TN:9.0, FN:9.0, Precesion: 0.63, Recall: 0.69, Accuracy: 0.58, Eidx_Training: 531.66307, Eidx_CV: 115.4201 
C: 1.3,  Sigma: 0.05, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 266.28387, Eidx_CV: 51.64929 
C: 0.6,  Sigma: 0.08, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 131.99414, Eidx_CV: 45.57933 
C: 1.8,  Sigma: 1.5, TP:13.0, FP:10.0, TN:11.0, FN:16.0, Precesion: 0.57, Recall: 0.45, Accuracy: 0.48, Eidx_Training: 269.48188, Eidx_CV: 63.46877 
C: 1.0,  Sigma: 0.08, TP:27.0, FP:20.0, TN:1.0, FN:2.0, Precesion: 0.57, Recall: 0.93, Accuracy: 0.56, Eidx_Training: 121.32053, Eidx_CV: 46.22684 
C: 0.8,  Sigma: 0.08, TP:27.0, FP:20.0, TN:1.0, FN:2.0, Precesion: 0.57, Recall: 0.93, Accuracy: 0.56, Eidx_Training: 83.73237, Eidx_CV: 47.71385 
C: 1.5,  Sigma: 0.08, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 263.5619, Eidx_CV: 52.90403 
C: 3.0,  Sigma: 0.8, TP:29.0, FP:19.0, TN:2.0, FN:0.0, Precesion: 0.6, Recall: 1.0, Accuracy: 0.62, Eidx_Training: 357.32143, Eidx_CV: 71.88198 
C: 0.8,  Sigma: 0.8, TP:25.0, FP:16.0, TN:5.0, FN:4.0, Precesion: 0.61, Recall: 0.86, Accuracy: 0.6, Eidx_Training: 198.47629, Eidx_CV: 48.83495 
C: 0.6,  Sigma: 0.5, TP:25.0, FP:14.0, TN:7.0, FN:4.0, Precesion: 0.64, Recall: 0.86, Accuracy: 0.64, Eidx_Training: 176.71726, Eidx_CV: 44.35765 
C: 4.0,  Sigma: 0.1, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 851.00255, Eidx_CV: 169.60815 
C: 3.0,  Sigma: 0.05, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 248.85266, Eidx_CV: 48.96167 
C: 1.3,  Sigma: 0.3, TP:22.0, FP:15.0, TN:6.0, FN:7.0, Precesion: 0.59, Recall: 0.76, Accuracy: 0.56, Eidx_Training: 161.71033, Eidx_CV: 50.57737 
C: 0.8,  Sigma: 0.05, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 117.70916, Eidx_CV: 45.49725 
C: 2.0,  Sigma: 0.3, TP:29.0, FP:20.0, TN:1.0, FN:0.0, Precesion: 0.59, Recall: 1.0, Accuracy: 0.6, Eidx_Training: 298.84034, Eidx_CV: 65.04427 
C: 2.0,  Sigma: 0.04, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 185.04841, Eidx_CV: 43.07305 
C: 1.0,  Sigma: 0.04, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 161.46232, Eidx_CV: 43.92132 
C: 1.8,  Sigma: 0.8, TP:25.0, FP:17.0, TN:4.0, FN:4.0, Precesion: 0.6, Recall: 0.86, Accuracy: 0.58, Eidx_Training: 587.55159, Eidx_CV: 126.05299 
C: 1.5,  Sigma: 0.1, TP:28.0, FP:21.0, TN:0.0, FN:1.0, Precesion: 0.57, Recall: 0.97, Accuracy: 0.56, Eidx_Training: 316.67719, Eidx_CV: 63.72853 
C: 1.3,  Sigma: 1.0, TP:16.0, FP:15.0, TN:6.0, FN:13.0, Precesion: 0.52, Recall: 0.55, Accuracy: 0.44, Eidx_Training: 213.43648, Eidx_CV: 57.24565 
C: 2.0,  Sigma: 1.0, TP:21.0, FP:13.0, TN:8.0, FN:8.0, Precesion: 0.62, Recall: 0.72, Accuracy: 0.58, Eidx_Training: 239.13577, Eidx_CV: 49.90684 
C: 1.8,  Sigma: 0.3, TP:19.0, FP:13.0, TN:8.0, FN:10.0, Precesion: 0.59, Recall: 0.66, Accuracy: 0.54, Eidx_Training: 127.56069, Eidx_CV: 52.5135 
C: 1.8,  Sigma: 0.05, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 181.8764, Eidx_CV: 43.23813 
C: 2.0,  Sigma: 0.05, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 182.00854, Eidx_CV: 43.20754 
C: 1.5,  Sigma: 0.8, TP:23.0, FP:16.0, TN:5.0, FN:6.0, Precesion: 0.59, Recall: 0.79, Accuracy: 0.56, Eidx_Training: 248.6037, Eidx_CV: 64.47481 
C: 1.5,  Sigma: 1.0, TP:29.0, FP:17.0, TN:4.0, FN:0.0, Precesion: 0.63, Recall: 1.0, Accuracy: 0.66, Eidx_Training: 283.03281, Eidx_CV: 58.54352 
C: 0.8,  Sigma: 1.5, TP:26.0, FP:13.0, TN:8.0, FN:3.0, Precesion: 0.67, Recall: 0.9, Accuracy: 0.68, Eidx_Training: 211.69333, Eidx_CV: 43.45373 
C: 2.0,  Sigma: 0.06, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 461.26391, Eidx_CV: 90.46912 
C: 1.3,  Sigma: 0.5, TP:21.0, FP:13.0, TN:8.0, FN:8.0, Precesion: 0.62, Recall: 0.72, Accuracy: 0.58, Eidx_Training: 175.7625, Eidx_CV: 42.93034 
C: 0.6,  Sigma: 2.0, TP:22.0, FP:20.0, TN:1.0, FN:7.0, Precesion: 0.52, Recall: 0.76, Accuracy: 0.46, Eidx_Training: 253.90917, Eidx_CV: 71.71113 
C: 1.0,  Sigma: 1.5, TP:29.0, FP:19.0, TN:2.0, FN:0.0, Precesion: 0.6, Recall: 1.0, Accuracy: 0.62, Eidx_Training: 429.66033, Eidx_CV: 93.37322 
C: 1.0,  Sigma: 0.8, TP:29.0, FP:17.0, TN:4.0, FN:0.0, Precesion: 0.63, Recall: 1.0, Accuracy: 0.66, Eidx_Training: 303.42496, Eidx_CV: 56.77595 
C: 0.7,  Sigma: 2.0, TP:26.0, FP:14.0, TN:7.0, FN:3.0, Precesion: 0.65, Recall: 0.9, Accuracy: 0.66, Eidx_Training: 257.1496, Eidx_CV: 55.55302 
C: 1.8,  Sigma: 0.06, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 139.81289, Eidx_CV: 44.60072 
C: 1.3,  Sigma: 0.8, TP:23.0, FP:14.0, TN:7.0, FN:6.0, Precesion: 0.62, Recall: 0.79, Accuracy: 0.6, Eidx_Training: 348.75075, Eidx_CV: 71.8384 
C: 2.0,  Sigma: 0.5, TP:27.0, FP:16.0, TN:5.0, FN:2.0, Precesion: 0.63, Recall: 0.93, Accuracy: 0.64, Eidx_Training: 237.45513, Eidx_CV: 59.43643 
C: 0.8,  Sigma: 0.06, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 104.18211, Eidx_CV: 46.10803 
C: 3.0,  Sigma: 0.5, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 561.51651, Eidx_CV: 114.27587 
C: 1.3,  Sigma: 0.06, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 188.95673, Eidx_CV: 43.43473 
C: 0.7,  Sigma: 1.5, TP:26.0, FP:16.0, TN:5.0, FN:3.0, Precesion: 0.62, Recall: 0.9, Accuracy: 0.62, Eidx_Training: 200.54466, Eidx_CV: 44.62634 
C: 4.0,  Sigma: 1.0, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 509.80434, Eidx_CV: 104.93106 
C: 1.0,  Sigma: 2.0, TP:26.0, FP:20.0, TN:1.0, FN:3.0, Precesion: 0.57, Recall: 0.9, Accuracy: 0.54, Eidx_Training: 316.93345, Eidx_CV: 86.48941 
C: 0.6,  Sigma: 0.04, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 107.40449, Eidx_CV: 48.05518 
C: 0.7,  Sigma: 1.0, TP:19.0, FP:16.0, TN:5.0, FN:10.0, Precesion: 0.54, Recall: 0.66, Accuracy: 0.48, Eidx_Training: 238.48357, Eidx_CV: 62.72937 
C: 1.5,  Sigma: 0.5, TP:27.0, FP:15.0, TN:6.0, FN:2.0, Precesion: 0.64, Recall: 0.93, Accuracy: 0.66, Eidx_Training: 192.79883, Eidx_CV: 45.38047 
C: 2.0,  Sigma: 0.08, TP:28.0, FP:21.0, TN:0.0, FN:1.0, Precesion: 0.57, Recall: 0.97, Accuracy: 0.56, Eidx_Training: 144.32588, Eidx_CV: 45.199 
C: 4.0,  Sigma: 0.04, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 192.56314, Eidx_CV: 42.82132 
C: 0.8,  Sigma: 0.04, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 114.98836, Eidx_CV: 45.45319 
C: 3.0,  Sigma: 0.04, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 248.33148, Eidx_CV: 48.27211 
C: 3.0,  Sigma: 0.3, TP:20.0, FP:13.0, TN:8.0, FN:9.0, Precesion: 0.61, Recall: 0.69, Accuracy: 0.56, Eidx_Training: 121.82893, Eidx_CV: 49.86161 
C: 1.0,  Sigma: 0.5, TP:10.0, FP:13.0, TN:8.0, FN:19.0, Precesion: 0.43, Recall: 0.34, Accuracy: 0.36, Eidx_Training: 184.428, Eidx_CV: 54.79308 
C: 1.0,  Sigma: 1.0, TP:14.0, FP:12.0, TN:9.0, FN:15.0, Precesion: 0.54, Recall: 0.48, Accuracy: 0.46, Eidx_Training: 282.14534, Eidx_CV: 66.69993 
C: 1.3,  Sigma: 1.5, TP:20.0, FP:15.0, TN:6.0, FN:9.0, Precesion: 0.57, Recall: 0.69, Accuracy: 0.52, Eidx_Training: 490.40945, Eidx_CV: 86.89439 
C: 1.8,  Sigma: 0.5, TP:28.0, FP:17.0, TN:4.0, FN:1.0, Precesion: 0.62, Recall: 0.97, Accuracy: 0.64, Eidx_Training: 260.43443, Eidx_CV: 52.0008 
C: 3.0,  Sigma: 0.08, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 357.14184, Eidx_CV: 69.70542 
C: 2.0,  Sigma: 0.1, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 285.57432, Eidx_CV: 58.49745 
C: 1.8,  Sigma: 0.08, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 379.37402, Eidx_CV: 74.27593 
C: 2.0,  Sigma: 0.8, TP:19.0, FP:11.0, TN:10.0, FN:10.0, Precesion: 0.63, Recall: 0.66, Accuracy: 0.58, Eidx_Training: 192.02721, Eidx_CV: 50.95506 
C: 4.0,  Sigma: 0.5, TP:16.0, FP:12.0, TN:9.0, FN:13.0, Precesion: 0.57, Recall: 0.55, Accuracy: 0.5, Eidx_Training: 169.8374, Eidx_CV: 58.09732 
C: 2.0,  Sigma: 1.5, TP:20.0, FP:17.0, TN:4.0, FN:9.0, Precesion: 0.54, Recall: 0.69, Accuracy: 0.48, Eidx_Training: 309.83394, Eidx_CV: 75.35879 
C: 1.0,  Sigma: 0.06, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 173.98472, Eidx_CV: 43.909 
C: 1.8,  Sigma: 1.0, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 350.01176, Eidx_CV: 69.27317 
C: 4.0,  Sigma: 2.0, TP:17.0, FP:11.0, TN:10.0, FN:12.0, Precesion: 0.61, Recall: 0.59, Accuracy: 0.54, Eidx_Training: 424.86129, Eidx_CV: 57.16307 
C: 4.0,  Sigma: 1.5, TP:20.0, FP:16.0, TN:5.0, FN:9.0, Precesion: 0.56, Recall: 0.69, Accuracy: 0.5, Eidx_Training: 358.20488, Eidx_CV: 60.44365 
C: 3.0,  Sigma: 1.0, TP:17.0, FP:9.0, TN:12.0, FN:12.0, Precesion: 0.65, Recall: 0.59, Accuracy: 0.58, Eidx_Training: 390.10998, Eidx_CV: 49.75629 
C: 4.0,  Sigma: 0.8, TP:18.0, FP:10.0, TN:11.0, FN:11.0, Precesion: 0.64, Recall: 0.62, Accuracy: 0.58, Eidx_Training: 347.35242, Eidx_CV: 56.32582 
C: 3.0,  Sigma: 0.06, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 648.33633, Eidx_CV: 128.58915 
C: 4.0,  Sigma: 0.08, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 791.09299, Eidx_CV: 157.32614 
C: 1.5,  Sigma: 0.04, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 185.15663, Eidx_CV: 43.1014 
C: 1.3,  Sigma: 0.04, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 180.71088, Eidx_CV: 43.25604 
C: 4.0,  Sigma: 0.3, TP:26.0, FP:18.0, TN:3.0, FN:3.0, Precesion: 0.59, Recall: 0.9, Accuracy: 0.58, Eidx_Training: 348.44158, Eidx_CV: 59.72551 
C: 1.5,  Sigma: 0.06, TP:29.0, FP:21.0, TN:0.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 335.35965, Eidx_CV: 65.08364 
C: 3.0,  Sigma: 0.1, TP:28.0, FP:21.0, TN:0.0, FN:1.0, Precesion: 0.57, Recall: 0.97, Accuracy: 0.56, Eidx_Training: 163.67018, Eidx_CV: 45.85539 
