C: 0.7,  Sigma: 0.06, TP:25.0, FP:25.0, TN:0.0, FN:0.0, Precesion: 0.5, Recall: 1.0, Accuracy: 0.5, Eidx_Training: 156.96105, Eidx_CV: 49.97548 
C: 1.8,  Sigma: 0.05, TP:25.0, FP:25.0, TN:0.0, FN:0.0, Precesion: 0.5, Recall: 1.0, Accuracy: 0.5, Eidx_Training: 216.06264, Eidx_CV: 50.51593 
C: 1.5,  Sigma: 0.5, TP:25.0, FP:22.0, TN:3.0, FN:0.0, Precesion: 0.53, Recall: 1.0, Accuracy: 0.56, Eidx_Training: 224.83292, Eidx_CV: 57.17768 
C: 1.3,  Sigma: 0.06, TP:25.0, FP:25.0, TN:0.0, FN:0.0, Precesion: 0.5, Recall: 1.0, Accuracy: 0.5, Eidx_Training: 215.0593, Eidx_CV: 50.64145 
C: 3.0,  Sigma: 0.3, TP:25.0, FP:25.0, TN:0.0, FN:0.0, Precesion: 0.5, Recall: 1.0, Accuracy: 0.5, Eidx_Training: 475.15604, Eidx_CV: 104.51289 
C: 1.0,  Sigma: 0.8, TP:13.0, FP:14.0, TN:11.0, FN:12.0, Precesion: 0.48, Recall: 0.52, Accuracy: 0.48, Eidx_Training: 157.79703, Eidx_CV: 48.28117 
C: 1.5,  Sigma: 0.8, TP:24.0, FP:21.0, TN:4.0, FN:1.0, Precesion: 0.53, Recall: 0.96, Accuracy: 0.56, Eidx_Training: 238.68338, Eidx_CV: 60.19257 
C: 1.3,  Sigma: 0.08, TP:25.0, FP:25.0, TN:0.0, FN:0.0, Precesion: 0.5, Recall: 1.0, Accuracy: 0.5, Eidx_Training: 235.49845, Eidx_CV: 52.34346 
C: 0.6,  Sigma: 1.0, TP:24.0, FP:21.0, TN:4.0, FN:1.0, Precesion: 0.53, Recall: 0.96, Accuracy: 0.56, Eidx_Training: 218.3241, Eidx_CV: 52.06365 
C: 4.0,  Sigma: 0.3, TP:25.0, FP:25.0, TN:0.0, FN:0.0, Precesion: 0.5, Recall: 1.0, Accuracy: 0.5, Eidx_Training: 346.8624, Eidx_CV: 78.77675 
C: 0.8,  Sigma: 0.8, TP:23.0, FP:19.0, TN:6.0, FN:2.0, Precesion: 0.55, Recall: 0.92, Accuracy: 0.58, Eidx_Training: 197.36509, Eidx_CV: 49.52214 
C: 1.5,  Sigma: 1.0, TP:25.0, FP:22.0, TN:3.0, FN:0.0, Precesion: 0.53, Recall: 1.0, Accuracy: 0.56, Eidx_Training: 281.42237, Eidx_CV: 65.07654 
C: 1.5,  Sigma: 1.5, TP:25.0, FP:21.0, TN:4.0, FN:0.0, Precesion: 0.54, Recall: 1.0, Accuracy: 0.58, Eidx_Training: 265.76523, Eidx_CV: 57.73013 
C: 1.5,  Sigma: 0.3, TP:25.0, FP:24.0, TN:1.0, FN:0.0, Precesion: 0.51, Recall: 1.0, Accuracy: 0.52, Eidx_Training: 276.01194, Eidx_CV: 63.69581 
C: 2.0,  Sigma: 1.0, TP:24.0, FP:19.0, TN:6.0, FN:1.0, Precesion: 0.56, Recall: 0.96, Accuracy: 0.6, Eidx_Training: 215.31195, Eidx_CV: 58.16399 
C: 1.5,  Sigma: 0.1, TP:25.0, FP:25.0, TN:0.0, FN:0.0, Precesion: 0.5, Recall: 1.0, Accuracy: 0.5, Eidx_Training: 349.16749, Eidx_CV: 76.03642 
C: 0.6,  Sigma: 0.1, TP:25.0, FP:25.0, TN:0.0, FN:0.0, Precesion: 0.5, Recall: 1.0, Accuracy: 0.5, Eidx_Training: 101.99932, Eidx_CV: 49.64779 
C: 1.3,  Sigma: 0.3, TP:25.0, FP:23.0, TN:2.0, FN:0.0, Precesion: 0.52, Recall: 1.0, Accuracy: 0.54, Eidx_Training: 199.40177, Eidx_CV: 53.32805 
C: 2.0,  Sigma: 0.5, TP:25.0, FP:24.0, TN:1.0, FN:0.0, Precesion: 0.51, Recall: 1.0, Accuracy: 0.52, Eidx_Training: 331.1994, Eidx_CV: 76.07367 
C: 0.6,  Sigma: 0.08, TP:25.0, FP:25.0, TN:0.0, FN:0.0, Precesion: 0.5, Recall: 1.0, Accuracy: 0.5, Eidx_Training: 99.94529, Eidx_CV: 49.61825 
C: 1.8,  Sigma: 0.5, TP:25.0, FP:23.0, TN:2.0, FN:0.0, Precesion: 0.52, Recall: 1.0, Accuracy: 0.54, Eidx_Training: 289.16423, Eidx_CV: 67.76474 
C: 1.0,  Sigma: 2.0, TP:13.0, FP:7.0, TN:18.0, FN:12.0, Precesion: 0.65, Recall: 0.52, Accuracy: 0.62, Eidx_Training: 200.31269, Eidx_CV: 42.15686 
C: 3.0,  Sigma: 0.8, TP:22.0, FP:16.0, TN:9.0, FN:3.0, Precesion: 0.58, Recall: 0.88, Accuracy: 0.62, Eidx_Training: 162.99189, Eidx_CV: 56.04945 
C: 1.8,  Sigma: 1.5, TP:14.0, FP:9.0, TN:16.0, FN:11.0, Precesion: 0.61, Recall: 0.56, Accuracy: 0.6, Eidx_Training: 189.7326, Eidx_CV: 44.91718 
C: 4.0,  Sigma: 0.8, TP:17.0, FP:16.0, TN:9.0, FN:8.0, Precesion: 0.52, Recall: 0.68, Accuracy: 0.52, Eidx_Training: 105.16202, Eidx_CV: 54.66086 
C: 1.8,  Sigma: 1.0, TP:23.0, FP:22.0, TN:3.0, FN:2.0, Precesion: 0.51, Recall: 0.92, Accuracy: 0.52, Eidx_Training: 419.07963, Eidx_CV: 85.47667 
C: 1.0,  Sigma: 0.06, TP:25.0, FP:25.0, TN:0.0, FN:0.0, Precesion: 0.5, Recall: 1.0, Accuracy: 0.5, Eidx_Training: 14.22197, Eidx_CV: 49.41091 
C: 1.5,  Sigma: 2.0, TP:17.0, FP:11.0, TN:14.0, FN:8.0, Precesion: 0.61, Recall: 0.68, Accuracy: 0.62, Eidx_Training: 186.31465, Eidx_CV: 42.78448 
C: 1.0,  Sigma: 0.1, TP:25.0, FP:25.0, TN:0.0, FN:0.0, Precesion: 0.5, Recall: 1.0, Accuracy: 0.5, Eidx_Training: 199.62787, Eidx_CV: 51.04276 
C: 1.0,  Sigma: 0.08, TP:25.0, FP:25.0, TN:0.0, FN:0.0, Precesion: 0.5, Recall: 1.0, Accuracy: 0.5, Eidx_Training: 200.59315, Eidx_CV: 50.67915 
C: 1.0,  Sigma: 1.5, TP:10.0, FP:7.0, TN:18.0, FN:15.0, Precesion: 0.59, Recall: 0.4, Accuracy: 0.56, Eidx_Training: 243.45311, Eidx_CV: 54.95767 
C: 2.0,  Sigma: 2.0, TP:25.0, FP:25.0, TN:0.0, FN:0.0, Precesion: 0.5, Recall: 1.0, Accuracy: 0.5, Eidx_Training: 397.62581, Eidx_CV: 88.30686 
C: 4.0,  Sigma: 0.5, TP:25.0, FP:22.0, TN:3.0, FN:0.0, Precesion: 0.53, Recall: 1.0, Accuracy: 0.56, Eidx_Training: 303.42499, Eidx_CV: 73.73653 
C: 1.8,  Sigma: 0.8, TP:21.0, FP:17.0, TN:8.0, FN:4.0, Precesion: 0.55, Recall: 0.84, Accuracy: 0.58, Eidx_Training: 145.94961, Eidx_CV: 50.95756 
C: 2.0,  Sigma: 0.8, TP:20.0, FP:16.0, TN:9.0, FN:5.0, Precesion: 0.56, Recall: 0.8, Accuracy: 0.58, Eidx_Training: 150.23143, Eidx_CV: 50.47061 
C: 0.6,  Sigma: 0.04, TP:25.0, FP:25.0, TN:0.0, FN:0.0, Precesion: 0.5, Recall: 1.0, Accuracy: 0.5, Eidx_Training: 80.79333, Eidx_CV: 49.74488 
C: 0.6,  Sigma: 0.05, TP:25.0, FP:25.0, TN:0.0, FN:0.0, Precesion: 0.5, Recall: 1.0, Accuracy: 0.5, Eidx_Training: 96.90426, Eidx_CV: 49.63239 
C: 0.6,  Sigma: 0.06, TP:25.0, FP:25.0, TN:0.0, FN:0.0, Precesion: 0.5, Recall: 1.0, Accuracy: 0.5, Eidx_Training: 96.78971, Eidx_CV: 49.59712 
C: 4.0,  Sigma: 1.5, TP:25.0, FP:25.0, TN:0.0, FN:0.0, Precesion: 0.5, Recall: 1.0, Accuracy: 0.5, Eidx_Training: 860.71406, Eidx_CV: 170.61822 
C: 1.3,  Sigma: 1.5, TP:23.0, FP:19.0, TN:6.0, FN:2.0, Precesion: 0.55, Recall: 0.92, Accuracy: 0.58, Eidx_Training: 229.17816, Eidx_CV: 55.6393 
C: 1.8,  Sigma: 2.0, TP:25.0, FP:25.0, TN:0.0, FN:0.0, Precesion: 0.5, Recall: 1.0, Accuracy: 0.5, Eidx_Training: 320.8054, Eidx_CV: 91.01828 
C: 0.7,  Sigma: 0.04, TP:25.0, FP:25.0, TN:0.0, FN:0.0, Precesion: 0.5, Recall: 1.0, Accuracy: 0.5, Eidx_Training: 64.2185, Eidx_CV: 49.6504 
C: 0.8,  Sigma: 0.06, TP:25.0, FP:25.0, TN:0.0, FN:0.0, Precesion: 0.5, Recall: 1.0, Accuracy: 0.5, Eidx_Training: 151.07675, Eidx_CV: 49.90218 
C: 0.7,  Sigma: 0.05, TP:25.0, FP:25.0, TN:0.0, FN:0.0, Precesion: 0.5, Recall: 1.0, Accuracy: 0.5, Eidx_Training: 69.89217, Eidx_CV: 49.57103 
C: 2.0,  Sigma: 1.5, TP:21.0, FP:16.0, TN:9.0, FN:4.0, Precesion: 0.57, Recall: 0.84, Accuracy: 0.6, Eidx_Training: 182.53838, Eidx_CV: 47.05454 
C: 3.0,  Sigma: 0.5, TP:25.0, FP:23.0, TN:2.0, FN:0.0, Precesion: 0.52, Recall: 1.0, Accuracy: 0.54, Eidx_Training: 339.02368, Eidx_CV: 78.11647 
C: 3.0,  Sigma: 2.0, TP:24.0, FP:20.0, TN:5.0, FN:1.0, Precesion: 0.55, Recall: 0.96, Accuracy: 0.58, Eidx_Training: 343.91178, Eidx_CV: 62.79928 
C: 4.0,  Sigma: 2.0, TP:16.0, FP:17.0, TN:8.0, FN:9.0, Precesion: 0.48, Recall: 0.64, Accuracy: 0.48, Eidx_Training: 288.92576, Eidx_CV: 69.28598 
C: 0.8,  Sigma: 0.04, TP:25.0, FP:25.0, TN:0.0, FN:0.0, Precesion: 0.5, Recall: 1.0, Accuracy: 0.5, Eidx_Training: 65.01534, Eidx_CV: 49.60048 
C: 3.0,  Sigma: 1.5, TP:25.0, FP:24.0, TN:1.0, FN:0.0, Precesion: 0.51, Recall: 1.0, Accuracy: 0.52, Eidx_Training: 384.84385, Eidx_CV: 81.12228 
C: 0.8,  Sigma: 0.05, TP:25.0, FP:25.0, TN:0.0, FN:0.0, Precesion: 0.5, Recall: 1.0, Accuracy: 0.5, Eidx_Training: 68.50814, Eidx_CV: 49.50529 
C: 1.8,  Sigma: 0.3, TP:24.0, FP:20.0, TN:5.0, FN:1.0, Precesion: 0.55, Recall: 0.96, Accuracy: 0.58, Eidx_Training: 137.16304, Eidx_CV: 50.97365 
C: 3.0,  Sigma: 1.0, TP:22.0, FP:16.0, TN:9.0, FN:3.0, Precesion: 0.58, Recall: 0.88, Accuracy: 0.62, Eidx_Training: 308.59769, Eidx_CV: 49.85641 
C: 4.0,  Sigma: 1.0, TP:21.0, FP:18.0, TN:7.0, FN:4.0, Precesion: 0.54, Recall: 0.84, Accuracy: 0.56, Eidx_Training: 336.65243, Eidx_CV: 73.18352 
C: 2.0,  Sigma: 0.3, TP:25.0, FP:24.0, TN:1.0, FN:0.0, Precesion: 0.51, Recall: 1.0, Accuracy: 0.52, Eidx_Training: 203.207, Eidx_CV: 54.518 
C: 1.0,  Sigma: 0.05, TP:25.0, FP:25.0, TN:0.0, FN:0.0, Precesion: 0.5, Recall: 1.0, Accuracy: 0.5, Eidx_Training: 182.56518, Eidx_CV: 50.51963 
C: 1.0,  Sigma: 0.04, TP:25.0, FP:25.0, TN:0.0, FN:0.0, Precesion: 0.5, Recall: 1.0, Accuracy: 0.5, Eidx_Training: 187.72998, Eidx_CV: 50.36358 
