C: 0.6,  Sigma: 0.3, TP:18.0, FP:18.0, TN:13.0, FN:1.0, Precesion: 0.5, Recall: 0.95, Accuracy: 0.62, Eidx_Training: 170.60208, Eidx_CV: 43.17925 
C: 0.7,  Sigma: 0.3, TP:17.0, FP:10.0, TN:21.0, FN:2.0, Precesion: 0.63, Recall: 0.89, Accuracy: 0.76, Eidx_Training: 98.62756, Eidx_CV: 27.30481 
C: 0.7,  Sigma: 0.5, TP:15.0, FP:16.0, TN:15.0, FN:4.0, Precesion: 0.48, Recall: 0.79, Accuracy: 0.6, Eidx_Training: 166.95787, Eidx_CV: 44.33716 
C: 0.7,  Sigma: 2.0, TP:7.0, FP:3.0, TN:28.0, FN:12.0, Precesion: 0.7, Recall: 0.37, Accuracy: 0.7, Eidx_Training: 218.89067, Eidx_CV: 41.23581 
C: 0.7,  Sigma: 0.8, TP:11.0, FP:4.0, TN:27.0, FN:8.0, Precesion: 0.73, Recall: 0.58, Accuracy: 0.76, Eidx_Training: 149.64763, Eidx_CV: 33.54394 
C: 0.7,  Sigma: 1.5, TP:8.0, FP:4.0, TN:27.0, FN:11.0, Precesion: 0.67, Recall: 0.42, Accuracy: 0.7, Eidx_Training: 181.11837, Eidx_CV: 36.71681 
C: 0.7,  Sigma: 1.0, TP:9.0, FP:3.0, TN:28.0, FN:10.0, Precesion: 0.75, Recall: 0.47, Accuracy: 0.74, Eidx_Training: 187.68917, Eidx_CV: 37.39507 
C: 0.8,  Sigma: 0.05, TP:19.0, FP:8.0, TN:23.0, FN:0.0, Precesion: 0.7, Recall: 1.0, Accuracy: 0.84, Eidx_Training: 103.19875, Eidx_CV: 41.73681 
C: 0.8,  Sigma: 0.04, TP:19.0, FP:8.0, TN:23.0, FN:0.0, Precesion: 0.7, Recall: 1.0, Accuracy: 0.84, Eidx_Training: 95.52891, Eidx_CV: 23.02344 
C: 0.8,  Sigma: 0.3, TP:16.0, FP:12.0, TN:19.0, FN:3.0, Precesion: 0.57, Recall: 0.84, Accuracy: 0.7, Eidx_Training: 107.58654, Eidx_CV: 30.27252 
C: 0.8,  Sigma: 0.1, TP:19.0, FP:11.0, TN:20.0, FN:0.0, Precesion: 0.63, Recall: 1.0, Accuracy: 0.78, Eidx_Training: 178.38045, Eidx_CV: 44.60092 
C: 1.0,  Sigma: 0.06, TP:19.0, FP:16.0, TN:15.0, FN:0.0, Precesion: 0.54, Recall: 1.0, Accuracy: 0.68, Eidx_Training: 230.45255, Eidx_CV: 51.87945 
C: 0.8,  Sigma: 0.08, TP:19.0, FP:10.0, TN:21.0, FN:0.0, Precesion: 0.66, Recall: 1.0, Accuracy: 0.8, Eidx_Training: 170.89361, Eidx_CV: 41.60098 
C: 0.8,  Sigma: 0.5, TP:15.0, FP:15.0, TN:16.0, FN:4.0, Precesion: 0.5, Recall: 0.79, Accuracy: 0.62, Eidx_Training: 158.22248, Eidx_CV: 41.04569 
C: 0.8,  Sigma: 1.5, TP:10.0, FP:3.0, TN:28.0, FN:9.0, Precesion: 0.77, Recall: 0.53, Accuracy: 0.76, Eidx_Training: 194.88605, Eidx_CV: 38.2468 
C: 0.8,  Sigma: 1.0, TP:11.0, FP:4.0, TN:27.0, FN:8.0, Precesion: 0.73, Recall: 0.58, Accuracy: 0.76, Eidx_Training: 169.22089, Eidx_CV: 33.76142 
C: 0.8,  Sigma: 0.8, TP:17.0, FP:20.0, TN:11.0, FN:2.0, Precesion: 0.46, Recall: 0.89, Accuracy: 0.56, Eidx_Training: 242.70396, Eidx_CV: 57.20593 
C: 0.8,  Sigma: 0.06, TP:19.0, FP:8.0, TN:23.0, FN:0.0, Precesion: 0.7, Recall: 1.0, Accuracy: 0.84, Eidx_Training: 173.71267, Eidx_CV: 41.64944 
C: 0.8,  Sigma: 2.0, TP:7.0, FP:3.0, TN:28.0, FN:12.0, Precesion: 0.7, Recall: 0.37, Accuracy: 0.7, Eidx_Training: 249.63249, Eidx_CV: 47.37067 
C: 1.0,  Sigma: 0.05, TP:19.0, FP:8.0, TN:23.0, FN:0.0, Precesion: 0.7, Recall: 1.0, Accuracy: 0.84, Eidx_Training: 62.3609, Eidx_CV: 45.10261 
C: 1.0,  Sigma: 0.04, TP:19.0, FP:8.0, TN:23.0, FN:0.0, Precesion: 0.7, Recall: 1.0, Accuracy: 0.84, Eidx_Training: 52.35989, Eidx_CV: 42.91914 
C: 1.0,  Sigma: 0.1, TP:19.0, FP:15.0, TN:16.0, FN:0.0, Precesion: 0.56, Recall: 1.0, Accuracy: 0.7, Eidx_Training: 231.36835, Eidx_CV: 53.05243 
C: 1.0,  Sigma: 2.0, TP:10.0, FP:6.0, TN:25.0, FN:9.0, Precesion: 0.63, Recall: 0.53, Accuracy: 0.7, Eidx_Training: 179.96681, Eidx_CV: 33.57854 
C: 1.3,  Sigma: 0.04, TP:19.0, FP:16.0, TN:15.0, FN:0.0, Precesion: 0.54, Recall: 1.0, Accuracy: 0.68, Eidx_Training: 247.04854, Eidx_CV: 55.26559 
C: 1.3,  Sigma: 0.05, TP:19.0, FP:8.0, TN:23.0, FN:0.0, Precesion: 0.7, Recall: 1.0, Accuracy: 0.84, Eidx_Training: 151.6404, Eidx_CV: 37.57436 
C: 1.0,  Sigma: 0.3, TP:19.0, FP:16.0, TN:15.0, FN:0.0, Precesion: 0.54, Recall: 1.0, Accuracy: 0.68, Eidx_Training: 178.19282, Eidx_CV: 46.6272 
C: 1.3,  Sigma: 0.06, TP:19.0, FP:8.0, TN:23.0, FN:0.0, Precesion: 0.7, Recall: 1.0, Accuracy: 0.84, Eidx_Training: 146.90054, Eidx_CV: 36.56013 
C: 1.0,  Sigma: 0.5, TP:15.0, FP:13.0, TN:18.0, FN:4.0, Precesion: 0.54, Recall: 0.79, Accuracy: 0.66, Eidx_Training: 129.21503, Eidx_CV: 36.31475 
C: 1.3,  Sigma: 0.08, TP:19.0, FP:14.0, TN:17.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.72, Eidx_Training: 245.83197, Eidx_CV: 54.68232 
C: 1.0,  Sigma: 1.0, TP:14.0, FP:14.0, TN:17.0, FN:5.0, Precesion: 0.5, Recall: 0.74, Accuracy: 0.62, Eidx_Training: 193.2224, Eidx_CV: 44.69636 
C: 1.0,  Sigma: 0.8, TP:13.0, FP:9.0, TN:22.0, FN:6.0, Precesion: 0.59, Recall: 0.68, Accuracy: 0.7, Eidx_Training: 191.11542, Eidx_CV: 44.0992 
C: 1.0,  Sigma: 1.5, TP:10.0, FP:4.0, TN:27.0, FN:9.0, Precesion: 0.71, Recall: 0.53, Accuracy: 0.74, Eidx_Training: 165.28939, Eidx_CV: 35.17499 
C: 1.0,  Sigma: 0.08, TP:19.0, FP:10.0, TN:21.0, FN:0.0, Precesion: 0.66, Recall: 1.0, Accuracy: 0.8, Eidx_Training: 223.36301, Eidx_CV: 50.69733 
C: 1.3,  Sigma: 0.5, TP:17.0, FP:14.0, TN:17.0, FN:2.0, Precesion: 0.55, Recall: 0.89, Accuracy: 0.68, Eidx_Training: 166.12939, Eidx_CV: 43.43543 
C: 1.3,  Sigma: 0.3, TP:19.0, FP:25.0, TN:6.0, FN:0.0, Precesion: 0.43, Recall: 1.0, Accuracy: 0.5, Eidx_Training: 260.52816, Eidx_CV: 63.37176 
C: 1.5,  Sigma: 0.05, TP:19.0, FP:8.0, TN:23.0, FN:0.0, Precesion: 0.7, Recall: 1.0, Accuracy: 0.84, Eidx_Training: 150.63391, Eidx_CV: 37.36718 
C: 1.5,  Sigma: 0.06, TP:19.0, FP:31.0, TN:0.0, FN:0.0, Precesion: 0.38, Recall: 1.0, Accuracy: 0.38, Eidx_Training: 303.11868, Eidx_CV: 66.26956 
C: 1.5,  Sigma: 0.04, TP:19.0, FP:18.0, TN:13.0, FN:0.0, Precesion: 0.51, Recall: 1.0, Accuracy: 0.64, Eidx_Training: 247.03949, Eidx_CV: 55.30143 
C: 1.5,  Sigma: 0.08, TP:19.0, FP:31.0, TN:0.0, FN:0.0, Precesion: 0.38, Recall: 1.0, Accuracy: 0.38, Eidx_Training: 297.48299, Eidx_CV: 64.88613 
C: 1.5,  Sigma: 0.1, TP:19.0, FP:31.0, TN:0.0, FN:0.0, Precesion: 0.38, Recall: 1.0, Accuracy: 0.38, Eidx_Training: 291.92393, Eidx_CV: 63.8495 
C: 1.3,  Sigma: 0.1, TP:19.0, FP:31.0, TN:0.0, FN:0.0, Precesion: 0.38, Recall: 1.0, Accuracy: 0.38, Eidx_Training: 293.35376, Eidx_CV: 64.23535 
C: 1.3,  Sigma: 1.0, TP:13.0, FP:7.0, TN:24.0, FN:6.0, Precesion: 0.65, Recall: 0.68, Accuracy: 0.74, Eidx_Training: 164.54714, Eidx_CV: 37.28409 
C: 1.3,  Sigma: 0.8, TP:12.0, FP:7.0, TN:24.0, FN:7.0, Precesion: 0.63, Recall: 0.63, Accuracy: 0.72, Eidx_Training: 166.24097, Eidx_CV: 36.05837 
C: 1.3,  Sigma: 2.0, TP:15.0, FP:12.0, TN:19.0, FN:4.0, Precesion: 0.56, Recall: 0.79, Accuracy: 0.68, Eidx_Training: 240.10811, Eidx_CV: 45.9966 
C: 1.3,  Sigma: 1.5, TP:12.0, FP:10.0, TN:21.0, FN:7.0, Precesion: 0.55, Recall: 0.63, Accuracy: 0.66, Eidx_Training: 383.7633, Eidx_CV: 79.6023 
C: 1.8,  Sigma: 0.06, TP:19.0, FP:31.0, TN:0.0, FN:0.0, Precesion: 0.38, Recall: 1.0, Accuracy: 0.38, Eidx_Training: 299.51522, Eidx_CV: 65.54612 
C: 1.8,  Sigma: 0.1, TP:19.0, FP:9.0, TN:22.0, FN:0.0, Precesion: 0.68, Recall: 1.0, Accuracy: 0.82, Eidx_Training: 240.89166, Eidx_CV: 53.71842 
C: 1.8,  Sigma: 0.04, TP:19.0, FP:18.0, TN:13.0, FN:0.0, Precesion: 0.51, Recall: 1.0, Accuracy: 0.64, Eidx_Training: 247.03949, Eidx_CV: 55.30143 
C: 1.8,  Sigma: 0.05, TP:19.0, FP:8.0, TN:23.0, FN:0.0, Precesion: 0.7, Recall: 1.0, Accuracy: 0.84, Eidx_Training: 150.63391, Eidx_CV: 37.36718 
C: 1.8,  Sigma: 0.08, TP:19.0, FP:31.0, TN:0.0, FN:0.0, Precesion: 0.38, Recall: 1.0, Accuracy: 0.38, Eidx_Training: 342.51587, Eidx_CV: 74.12522 
C: 1.5,  Sigma: 0.5, TP:15.0, FP:13.0, TN:18.0, FN:4.0, Precesion: 0.54, Recall: 0.79, Accuracy: 0.66, Eidx_Training: 114.65352, Eidx_CV: 32.75857 
C: 1.8,  Sigma: 0.3, TP:19.0, FP:22.0, TN:9.0, FN:0.0, Precesion: 0.46, Recall: 1.0, Accuracy: 0.56, Eidx_Training: 242.22049, Eidx_CV: 59.01656 
C: 1.5,  Sigma: 0.8, TP:5.0, FP:2.0, TN:29.0, FN:14.0, Precesion: 0.71, Recall: 0.26, Accuracy: 0.68, Eidx_Training: 401.94776, Eidx_CV: 76.49154 
C: 1.5,  Sigma: 2.0, TP:8.0, FP:1.0, TN:30.0, FN:11.0, Precesion: 0.89, Recall: 0.42, Accuracy: 0.76, Eidx_Training: 179.80363, Eidx_CV: 32.88885 
C: 1.5,  Sigma: 0.3, TP:17.0, FP:10.0, TN:21.0, FN:2.0, Precesion: 0.63, Recall: 0.89, Accuracy: 0.76, Eidx_Training: 81.47849, Eidx_CV: 25.81071 
C: 1.5,  Sigma: 1.0, TP:13.0, FP:9.0, TN:22.0, FN:6.0, Precesion: 0.59, Recall: 0.68, Accuracy: 0.7, Eidx_Training: 165.66028, Eidx_CV: 36.30605 
C: 1.5,  Sigma: 1.5, TP:10.0, FP:4.0, TN:27.0, FN:9.0, Precesion: 0.71, Recall: 0.53, Accuracy: 0.74, Eidx_Training: 179.41982, Eidx_CV: 34.94554 
C: 2.0,  Sigma: 0.06, TP:19.0, FP:31.0, TN:0.0, FN:0.0, Precesion: 0.38, Recall: 1.0, Accuracy: 0.38, Eidx_Training: 299.51522, Eidx_CV: 65.54612 
C: 2.0,  Sigma: 0.05, TP:19.0, FP:8.0, TN:23.0, FN:0.0, Precesion: 0.7, Recall: 1.0, Accuracy: 0.84, Eidx_Training: 150.63391, Eidx_CV: 37.36718 
C: 2.0,  Sigma: 0.04, TP:19.0, FP:18.0, TN:13.0, FN:0.0, Precesion: 0.51, Recall: 1.0, Accuracy: 0.64, Eidx_Training: 247.03949, Eidx_CV: 55.30143 
C: 2.0,  Sigma: 0.08, TP:19.0, FP:8.0, TN:23.0, FN:0.0, Precesion: 0.7, Recall: 1.0, Accuracy: 0.84, Eidx_Training: 180.70899, Eidx_CV: 42.71609 
C: 1.8,  Sigma: 0.5, TP:19.0, FP:14.0, TN:17.0, FN:0.0, Precesion: 0.58, Recall: 1.0, Accuracy: 0.72, Eidx_Training: 177.7809, Eidx_CV: 46.64361 
C: 2.0,  Sigma: 0.1, TP:19.0, FP:31.0, TN:0.0, FN:0.0, Precesion: 0.38, Recall: 1.0, Accuracy: 0.38, Eidx_Training: 319.8255, Eidx_CV: 69.38313 
C: 1.8,  Sigma: 0.8, TP:18.0, FP:20.0, TN:11.0, FN:1.0, Precesion: 0.47, Recall: 0.95, Accuracy: 0.58, Eidx_Training: 259.54395, Eidx_CV: 60.70788 
C: 2.0,  Sigma: 0.5, TP:16.0, FP:13.0, TN:18.0, FN:3.0, Precesion: 0.55, Recall: 0.84, Accuracy: 0.68, Eidx_Training: 135.79478, Eidx_CV: 39.95791 
C: 2.0,  Sigma: 0.3, TP:17.0, FP:12.0, TN:19.0, FN:2.0, Precesion: 0.59, Recall: 0.89, Accuracy: 0.72, Eidx_Training: 152.18909, Eidx_CV: 41.04728 
C: 1.8,  Sigma: 1.0, TP:18.0, FP:26.0, TN:5.0, FN:1.0, Precesion: 0.41, Recall: 0.95, Accuracy: 0.46, Eidx_Training: 293.4563, Eidx_CV: 68.10442 
C: 1.8,  Sigma: 2.0, TP:10.0, FP:2.0, TN:29.0, FN:9.0, Precesion: 0.83, Recall: 0.53, Accuracy: 0.78, Eidx_Training: 208.39595, Eidx_CV: 39.65239 
C: 1.8,  Sigma: 1.5, TP:14.0, FP:15.0, TN:16.0, FN:5.0, Precesion: 0.48, Recall: 0.74, Accuracy: 0.6, Eidx_Training: 239.36362, Eidx_CV: 49.34404 
C: 3.0,  Sigma: 0.06, TP:19.0, FP:31.0, TN:0.0, FN:0.0, Precesion: 0.38, Recall: 1.0, Accuracy: 0.38, Eidx_Training: 299.51522, Eidx_CV: 65.54612 
C: 3.0,  Sigma: 0.08, TP:19.0, FP:31.0, TN:0.0, FN:0.0, Precesion: 0.38, Recall: 1.0, Accuracy: 0.38, Eidx_Training: 277.33147, Eidx_CV: 61.23326 
C: 3.0,  Sigma: 0.1, TP:19.0, FP:8.0, TN:23.0, FN:0.0, Precesion: 0.7, Recall: 1.0, Accuracy: 0.84, Eidx_Training: 164.57571, Eidx_CV: 39.47289 
C: 3.0,  Sigma: 0.04, TP:19.0, FP:18.0, TN:13.0, FN:0.0, Precesion: 0.51, Recall: 1.0, Accuracy: 0.64, Eidx_Training: 247.03949, Eidx_CV: 55.30143 
C: 3.0,  Sigma: 0.05, TP:19.0, FP:8.0, TN:23.0, FN:0.0, Precesion: 0.7, Recall: 1.0, Accuracy: 0.84, Eidx_Training: 150.63391, Eidx_CV: 37.36718 
C: 3.0,  Sigma: 0.5, TP:19.0, FP:23.0, TN:8.0, FN:0.0, Precesion: 0.45, Recall: 1.0, Accuracy: 0.54, Eidx_Training: 257.741, Eidx_CV: 63.89945 
C: 2.0,  Sigma: 0.8, TP:17.0, FP:15.0, TN:16.0, FN:2.0, Precesion: 0.53, Recall: 0.89, Accuracy: 0.66, Eidx_Training: 231.39996, Eidx_CV: 51.02382 
C: 3.0,  Sigma: 0.8, TP:19.0, FP:31.0, TN:0.0, FN:0.0, Precesion: 0.38, Recall: 1.0, Accuracy: 0.38, Eidx_Training: 654.27333, Eidx_CV: 144.11613 
C: 2.0,  Sigma: 1.0, TP:13.0, FP:12.0, TN:19.0, FN:6.0, Precesion: 0.52, Recall: 0.68, Accuracy: 0.64, Eidx_Training: 170.67874, Eidx_CV: 42.87544 
C: 3.0,  Sigma: 0.3, TP:17.0, FP:12.0, TN:19.0, FN:2.0, Precesion: 0.59, Recall: 0.89, Accuracy: 0.72, Eidx_Training: 173.30193, Eidx_CV: 46.58122 
C: 2.0,  Sigma: 1.5, TP:3.0, FP:0.0, TN:31.0, FN:16.0, Precesion: 1.0, Recall: 0.16, Accuracy: 0.68, Eidx_Training: 421.94816, Eidx_CV: 80.38055 
C: 2.0,  Sigma: 2.0, TP:13.0, FP:10.0, TN:21.0, FN:6.0, Precesion: 0.57, Recall: 0.68, Accuracy: 0.68, Eidx_Training: 209.04575, Eidx_CV: 42.05366 
C: 4.0,  Sigma: 0.06, TP:19.0, FP:31.0, TN:0.0, FN:0.0, Precesion: 0.38, Recall: 1.0, Accuracy: 0.38, Eidx_Training: 299.51522, Eidx_CV: 65.54612 
C: 4.0,  Sigma: 0.08, TP:19.0, FP:31.0, TN:0.0, FN:0.0, Precesion: 0.38, Recall: 1.0, Accuracy: 0.38, Eidx_Training: 277.33147, Eidx_CV: 61.23326 
C: 4.0,  Sigma: 0.05, TP:19.0, FP:8.0, TN:23.0, FN:0.0, Precesion: 0.7, Recall: 1.0, Accuracy: 0.84, Eidx_Training: 150.63391, Eidx_CV: 37.36718 
C: 4.0,  Sigma: 0.04, TP:19.0, FP:18.0, TN:13.0, FN:0.0, Precesion: 0.51, Recall: 1.0, Accuracy: 0.64, Eidx_Training: 247.03949, Eidx_CV: 55.30143 
C: 4.0,  Sigma: 0.1, TP:19.0, FP:31.0, TN:0.0, FN:0.0, Precesion: 0.38, Recall: 1.0, Accuracy: 0.38, Eidx_Training: 252.79702, Eidx_CV: 56.67977 
C: 4.0,  Sigma: 0.3, TP:19.0, FP:31.0, TN:0.0, FN:0.0, Precesion: 0.38, Recall: 1.0, Accuracy: 0.38, Eidx_Training: 718.55411, Eidx_CV: 154.15004 
C: 4.0,  Sigma: 0.8, TP:19.0, FP:31.0, TN:0.0, FN:0.0, Precesion: 0.38, Recall: 1.0, Accuracy: 0.38, Eidx_Training: 427.78913, Eidx_CV: 100.26972 
C: 4.0,  Sigma: 0.5, TP:19.0, FP:31.0, TN:0.0, FN:0.0, Precesion: 0.38, Recall: 1.0, Accuracy: 0.38, Eidx_Training: 810.09664, Eidx_CV: 174.75829 
C: 3.0,  Sigma: 1.5, TP:10.0, FP:1.0, TN:30.0, FN:9.0, Precesion: 0.91, Recall: 0.53, Accuracy: 0.8, Eidx_Training: 206.80229, Eidx_CV: 38.06711 
C: 4.0,  Sigma: 1.0, TP:11.0, FP:5.0, TN:26.0, FN:8.0, Precesion: 0.69, Recall: 0.58, Accuracy: 0.74, Eidx_Training: 171.86923, Eidx_CV: 39.58427 
C: 3.0,  Sigma: 1.0, TP:19.0, FP:31.0, TN:0.0, FN:0.0, Precesion: 0.38, Recall: 1.0, Accuracy: 0.38, Eidx_Training: 524.85193, Eidx_CV: 113.42453 
C: 3.0,  Sigma: 2.0, TP:12.0, FP:19.0, TN:12.0, FN:7.0, Precesion: 0.39, Recall: 0.63, Accuracy: 0.48, Eidx_Training: 577.37612, Eidx_CV: 128.46037 
C: 4.0,  Sigma: 1.5, TP:17.0, FP:18.0, TN:13.0, FN:2.0, Precesion: 0.49, Recall: 0.89, Accuracy: 0.6, Eidx_Training: 339.18057, Eidx_CV: 74.5756 
C: 4.0,  Sigma: 2.0, TP:19.0, FP:31.0, TN:0.0, FN:0.0, Precesion: 0.38, Recall: 1.0, Accuracy: 0.38, Eidx_Training: 400.56926, Eidx_CV: 145.6809 
