quote_time,nor_close_price,nor_trading_volumn,nor_Capital,nor_PE_TTM,nor_PB,Label
2015-11-9,2.241977689,1.79307881,0.516088456,-0.518293959,1.488861332,1
2015-11-6,2.451354719,2.10296311,-0.561799682,-0.525581926,1.558290773,-1
2015-11-5,2.239360477,3.055072356,-1.158371783,-0.51820286,1.487993464,1
2015-11-4,1.603377748,4.124740673,6.711132243,-0.496065661,1.277101539,1
2015-11-3,1.301089661,1.979861715,1.231013094,-0.485543659,1.176862785,1
2015-11-2,1.079935173,1.662138671,0.667052782,-0.477845744,1.103527939,1
2015-10-30,1.523552755,3.21445278,0.831930433,-0.493287124,1.250631565,-1
2015-10-29,0.959543381,1.878532155,4.9887911,-0.473655164,1.063606011,1
2015-10-28,0.896730272,1.058643744,-1.22172465,-0.471468774,1.042777178,1
2015-10-27,0.946457316,1.420241671,-0.152569398,-0.473199666,1.059266671,-1
2015-10-26,1.277534745,1.344989733,-1.126410149,-0.484723763,1.169051973,-1
2015-10-23,1.349508099,2.111663012,1.305245225,-0.487229002,1.192918343,-1
2015-10-22,1.07731796,1.74425779,0.026095013,-0.477754645,1.102660071,1
2015-10-21,1.295855235,2.674860173,-1.048115847,-0.48536146,1.175127049,-1
2015-10-20,1.81929781,1.759250767,1.258056087,-0.503581377,1.34870065,-1
2015-10-19,1.588983077,1.849120306,-1.076594383,-0.495564613,1.272328265,1
2015-10-16,1.480368743,2.538002336,1.860841939,-0.491783981,1.236311743,1
2015-10-15,1.07731796,1.653792066,0.759194525,-0.477754645,1.102660071,1
2015-10-14,1.155834346,0.993703618,-0.790094348,-0.480487632,1.128696111,-1
2015-10-13,1.100872876,1.536321318,1.451895988,-0.478574541,1.110470883,1
2015-10-12,0.976555265,1.431436721,0.656287944,-0.474247311,1.069247153,1
2015-10-9,0.816905279,0.884115775,-0.915687014,-0.468690236,1.016307204,1
2015-10-8,1.032825341,1.060123169,0.064499253,-0.476205952,1.087906315,-1
